SDSS,ra_deg,dec_deg,z,iMag,D(g-i),order
011745.17-001512.4,19.438217,-0.253459,1.7129,-23.568,-0.79,1931
011943.49-010858.5,19.931232,-1.149584,0.4962,-22.777,0.041,1932
010851.18+005117.7,17.213259,0.854921,2.1353,-25.737,-0.048,1933
011513.16+002013.1,18.804868,0.336996,2.1189,-26.072,0.071,1934
011246.19-011307.6,18.192496,-1.218779,3.5903,-27.51,0.493,1935
011258.63+010314.6,18.244296,1.054062,0.3845,-22.217,0.465,1936
011903.69+005025.5,19.765405,0.840435,2.1326,-25.793,0.001,1937
011832.05-001353.9,19.633552,-0.231657,2.0903,-25.493,0.98,1938
010616.05+001524.0,16.566891,0.256683,3.0431,-26.38,0.3,1939
010828.57+000305.2,17.119063,0.051446,1.2048,-25.04,0.132,1940
010626.77-005248.4,16.611544,-0.880127,0.9649,-25.002,0.467,1941
010934.55+004820.5,17.393989,0.80571,2.4268,-25.856,0.035,1942
011046.97+000153.5,17.695722,0.031537,1.0447,-23.682,0.191,1943
010538.62-011009.4,16.410932,-1.169286,1.4855,-25.045,1.057,1944
010605.35-005950.8,16.522321,-0.997452,1.8565,-25.76,0.082,1945
011827.99-005239.8,19.616628,-0.877724,2.1852,-27.532,0.107,1946
011757.99+002104.1,19.491637,0.351146,0.6121,-22.694,0.071,1947
011356.59-000453.6,18.485811,-0.081567,1.6621,-25.062,0.058,1948
011622.74-001702.1,19.094754,-0.283934,1.5677,-25.181,-0.173,1949
010139.37-002858.0,15.414055,-0.482781,1.7978,-25.949,0.252,1950
010450.56-000255.9,16.210689,-0.048882,1.3438,-24.707,0.383,1951
011406.23-010405.9,18.525988,-1.068326,0.4365,-22.364,0.567,1952
010646.65-004740.5,16.694404,-0.794601,1.3966,-24.487,0.237,1953
011038.21+000755.0,17.659223,0.131962,1.6101,-25.148,-0.023,1954
010122.07+005934.3,15.341968,0.992867,0.9648,-24.667,0.252,1955
011758.83+002021.4,19.495154,0.339294,0.613,-24.732,-0.25,1956
010348.99+001733.7,15.954141,0.292699,1.9319,-25.208,0.104,1957
010837.03-004759.6,17.154301,-0.799909,1.2638,-24.673,-0.01,1958
010212.32+011217.2,15.551345,1.204784,1.1316,-24.369,-0.178,1959
011553.51-004837.1,18.972994,-0.810329,1.0558,-23.775,0.066,1960
011437.84+011326.9,18.657701,1.224143,1.8173,-25.482,0.263,1961
010739.80-011042.5,16.915833,-1.178482,1.597,-26.007,0.065,1962
011923.26+000507.8,19.846941,0.085513,1.5049,-25.833,-0.162,1963
010954.86-011246.7,17.478598,-1.212985,1.4586,-26.377,0.02,1964
011308.09+005230.0,18.283746,0.875022,2.4021,-25.989,0.188,1965
010650.95-003611.6,16.712316,-0.603236,1.7423,-26.152,-0.008,1966
010151.08+002028.8,15.462854,0.341357,0.3221,-22.546,0.007,1967
011600.71-000058.2,19.002975,-0.016176,3.2087,-26.658,0.134,1968
011631.89-002608.2,19.132879,-0.435613,1.2108,-24.634,-0.02,1969
010321.76-002400.9,15.840672,-0.40027,1.3202,-25.887,0.012,1970
011609.91+005659.2,19.04132,0.949802,1.9314,-25.074,-0.056,1971
010141.01-004439.0,15.420881,-0.74418,2.4964,-26.254,-0.127,1972
011817.10-011421.9,19.571266,-1.239423,0.6672,-23.583,0.374,1973
011041.60-005637.7,17.673358,-0.943832,1.0592,-24.046,0.119,1974
011342.93+004829.7,18.428908,0.80827,0.7015,-23.35,-0.037,1975
010431.24+010005.1,16.130181,1.001421,1.2012,-24.24,-0.042,1976
010936.29+005829.5,17.401216,0.974871,0.5868,-22.537,-9.0,1977
010543.51+004003.8,16.43133,0.667747,1.0743,-26.403,-0.005,1978
010211.34-003145.5,15.547264,-0.529318,1.984,-25.253,0.376,1979
010411.15-005230.9,16.046469,-0.875276,0.9919,-24.344,0.184,1980
011627.80-001304.2,19.115863,-0.217852,0.4687,-22.85,-0.08,1981
011616.68+000803.0,19.069541,0.134191,1.9353,-26.52,-0.074,1982
011038.08+004453.9,17.658689,0.748329,2.012,-27.362,0.109,1983
011652.11-000615.2,19.217163,-0.104229,1.5731,-25.866,0.079,1984
010810.52+001755.8,17.043847,0.298856,1.7876,-25.032,0.058,1985
011712.38-000122.8,19.301587,-0.023007,1.5326,-24.661,-0.026,1986
010116.63+000448.4,15.319329,0.08012,0.7683,-23.389,0.035,1987
011740.91-004104.3,19.420478,-0.68453,0.9655,-23.715,0.528,1988
010645.89+005612.5,16.691212,0.936808,2.0549,-25.305,-0.102,1989
011339.39-003009.3,18.414154,-0.50259,1.0042,-24.822,-0.072,1990
011237.35+001929.7,18.155639,0.32494,2.6975,-26.511,0.435,1991
011248.13-003349.6,18.200542,-0.563803,2.4335,-26.241,0.091,1992
010506.06+003912.9,16.27529,0.653596,1.0393,-23.849,-0.014,1993
011700.52-004940.4,19.252173,-0.827912,2.14,-25.266,0.366,1994
011727.56-002911.6,19.364867,-0.486575,1.8236,-25.125,-0.058,1995
011409.56-000201.8,18.539864,-0.033849,1.2955,-25.347,0.078,1996
011440.60+001023.0,18.669171,0.173083,2.279,-25.985,0.093,1997
011431.64+000450.6,18.631836,0.080735,1.8323,-25.296,-0.025,1998
011430.61-001550.7,18.627543,-0.264097,1.9227,-25.425,0.223,1999
010518.55-001037.1,16.327307,-0.176983,1.3021,-24.64,0.381,2000
011950.07-001139.0,19.958651,-0.194173,1.497,-26.599,0.482,2001
010540.75-003313.9,16.419815,-0.553863,1.1786,-26.463,1.027,2002
010434.04-004925.3,16.141841,-0.823704,1.3941,-25.13,-0.068,2003
011418.27+002202.5,18.576127,0.367369,1.6803,-26.37,0.003,2004
010809.59-005735.5,17.039968,-0.959881,1.2567,-24.488,0.247,2005
011557.91-001425.8,18.991297,-0.240517,1.7294,-25.233,-0.003,2006
011417.18-005518.7,18.571616,-0.921888,0.8543,-25.257,0.015,2007
011845.76-001409.2,19.690702,-0.235891,2.1923,-26.606,0.051,2008
010413.93+010313.2,16.058043,1.053688,1.898,-25.284,0.1,2009
010401.04+011523.4,16.004336,1.256512,1.6667,-25.854,-0.159,2010
010006.42+004202.8,15.026791,0.700803,1.6783,-25.239,-0.014,2011
011617.64+005336.6,19.073542,0.893511,1.4158,-24.681,0.029,2012
011357.12+003822.4,18.488015,0.63957,3.2613,-26.391,0.12,2013
010600.29+001558.0,16.501242,0.266111,1.3455,-24.565,0.096,2014
011516.25-000440.4,18.817719,-0.077904,1.6111,-26.1,0.034,2015
010258.38+003805.3,15.743263,0.634822,2.0941,-26.057,0.044,2016
010230.03-003206.8,15.625146,-0.535231,0.3427,-22.259,0.117,2017
011547.93-004713.7,18.949747,-0.787146,1.9664,-26.008,0.021,2018
010737.01-001911.6,16.904209,-0.319902,0.7377,-24.945,0.025,2019
010648.24-002645.5,16.70102,-0.445991,1.2873,-24.479,0.039,2020
011251.89-002921.4,18.216214,-0.489294,1.2864,-24.574,0.198,2021
011658.95+002659.4,19.245641,0.449852,1.6138,-25.174,0.206,2022
010653.59+004830.4,16.723324,0.808446,1.2185,-24.431,0.111,2023
011844.97-001529.1,19.687378,-0.258086,1.7899,-25.413,1.243,2024
010256.55+003004.6,15.735646,0.501292,3.1206,-26.251,0.15,2025
011740.54-000250.4,19.418948,-0.047353,1.5509,-24.992,-0.176,2026
010619.24+004823.3,16.580172,0.80648,4.4492,-28.565,-0.225,2027
011608.80+011346.5,19.036667,1.229589,1.5749,-24.914,0.206,2028
011034.78+000230.4,17.644958,0.041798,0.5766,-22.69,0.071,2029
011350.58+000121.5,18.460755,0.022655,2.2461,-25.779,0.059,2030
011832.70+004836.9,19.63625,0.810271,1.5386,-25.87,-0.128,2031
011803.81+004824.4,19.515886,0.806796,1.2771,-24.905,-0.076,2032
011600.11-005156.8,19.000479,-0.86578,0.8138,-23.777,-0.096,2033
011129.94+003431.3,17.874761,0.575385,1.3203,-25.741,0.257,2034
010252.27-004204.4,15.717818,-0.701228,1.1719,-23.807,0.085,2035
010705.96+002440.7,16.774846,0.41132,1.7663,-25.411,-0.045,2036
011757.79-010809.9,19.490806,-1.136107,0.7075,-24.215,-0.137,2037
011728.92+010513.7,19.370508,1.087142,1.6647,-25.76,0.744,2038
010813.08+000256.9,17.054512,0.049158,0.9025,-22.781,-0.003,2039
011200.57-002336.9,18.002396,-0.393592,0.7465,-23.103,0.613,2040
011733.26+005724.5,19.388609,0.956829,1.8425,-25.146,0.176,2041
011529.47-005723.7,18.872792,-0.956601,1.5954,-25.277,-0.013,2042
010954.37+003813.0,17.476551,0.636955,1.9775,-27.004,0.104,2043
010738.63-010811.3,16.910976,-1.136485,0.7556,-23.971,0.018,2044
010550.41-001254.7,16.460074,-0.215211,1.0197,-24.701,-0.143,2045
011922.85-004419.7,19.845223,-0.738814,1.0571,-25.642,0.17,2046
010815.26+000708.6,17.063587,0.119077,2.3551,-26.901,0.016,2047
011341.79+005000.5,18.424139,0.833479,1.8051,-25.5,0.098,2048
010907.59+000649.8,17.281653,0.113855,1.3717,-24.441,0.0,2049
011259.71+005954.5,18.248797,0.998485,1.0403,-24.188,-0.003,2050
010623.97-010817.4,16.599882,-1.138184,1.3343,-25.432,0.001,2051
010918.50-010106.6,17.327093,-1.01851,1.9038,-25.26,0.186,2052
010358.76+005541.3,15.994856,0.928154,0.6317,-23.278,0.432,2053
010712.23-005446.1,16.800964,-0.912813,1.0834,-23.677,0.044,2054
011242.70+002116.9,18.177929,0.354711,2.1603,-25.491,0.08,2055
011240.23-005203.4,18.16766,-0.867629,1.8979,-26.495,-0.05,2056
011934.02+000635.1,19.891776,0.109772,1.1133,-23.87,-0.11,2057
011033.46+000830.9,17.639449,0.141926,0.4685,-22.965,-0.086,2058
010612.21+001920.1,16.550902,0.322264,3.1196,-27.969,0.711,2059
011845.50+000330.3,19.689604,0.05842,0.7556,-22.865,-0.002,2060
011638.39-005122.7,19.159975,-0.856309,2.0651,-26.118,0.446,2061
010052.75-003135.6,15.219792,-0.526582,0.9175,-22.924,-0.166,2062
011635.00-005026.0,19.145867,-0.840563,1.5782,-24.875,0.021,2063
011157.28+010725.9,17.988689,1.123888,1.5303,-24.907,1.407,2064
011326.14+005913.4,18.358933,0.987077,1.2904,-24.708,0.098,2065
010826.31-004602.1,17.10965,-0.767268,2.2387,-25.768,0.076,2066
011658.61-002034.6,19.244231,-0.342963,2.1832,-26.208,0.018,2067
010430.58-011430.3,16.127417,-1.24175,1.1546,-26.219,-0.033,2068
010603.86+010506.1,16.516104,1.085045,1.6094,-26.17,0.106,2069
011731.08-003002.3,19.379527,-0.50064,1.8277,-25.219,0.352,2070
010326.39+010729.5,15.859963,1.124867,1.4591,-25.707,0.371,2071
010858.02+005114.6,17.241759,0.854061,2.9725,-26.732,0.068,2072
010342.73+002537.2,15.928063,0.427017,0.3936,-24.386,-0.002,2073
011357.93-011139.8,18.491402,-1.194399,0.7533,-24.73,0.198,2074
010212.58+001433.5,15.552421,0.242645,0.493,-22.375,0.562,2075
010214.60-002917.4,15.560854,-0.488181,1.8751,-25.487,0.085,2076
011844.76+005913.7,19.686533,0.987149,1.1301,-24.188,0.03,2077
010352.46+003739.7,15.968604,0.627704,0.7031,-25.729,0.441,2078
011858.27-001738.5,19.742828,-0.294049,1.5421,-24.341,-0.002,2079
011123.15+003632.7,17.846476,0.609086,2.1331,-25.646,-0.007,2080
011715.89+003957.6,19.316238,0.666002,1.7625,-26.007,0.17,2081
010915.79-002239.9,17.315822,-0.377774,1.7672,-25.447,0.53,2082
010024.35+002514.5,15.101458,0.420709,1.4789,-24.526,0.136,2083
010435.00-002300.7,16.145857,-0.38353,2.0111,-25.572,0.316,2084
011855.74-004032.3,19.732283,-0.675653,0.745,-24.259,-0.148,2085
010648.03+004627.6,16.700135,0.774361,1.877,-26.938,-0.021,2086
011250.78+004428.8,18.211599,0.741337,0.9141,-23.962,-0.07,2087
010855.02-005747.1,17.229263,-0.9631,1.6667,-27.373,0.19,2088
010641.05-005148.9,16.671059,-0.863594,0.8687,-23.484,-0.069,2089
011625.03-010856.7,19.104325,-1.149103,0.9589,-23.271,0.172,2090
011732.69-005801.1,19.38621,-0.96698,2.5298,-25.25,-0.148,2091
011642.35-010711.9,19.176491,-1.119985,1.4434,-23.912,-9.0,2092
011540.05-003328.7,18.916902,-0.557976,1.593,-26.965,-0.183,2093
011051.71-003929.1,17.715497,-0.658092,1.0717,-24.897,0.047,2094
010429.83-003453.5,16.124315,-0.581545,1.1869,-24.761,-0.003,2095
010352.54+003018.9,15.968938,0.505254,1.0594,-24.025,0.063,2096
011935.29-002033.5,19.89705,-0.342659,0.8576,-23.02,0.092,2097
011439.86-011053.9,18.666088,-1.18165,2.1608,-25.623,0.006,2098
011621.96+000311.5,19.091522,0.053217,2.6496,-26.608,0.369,2099
010730.16-004807.6,16.875682,-0.802127,1.8805,-25.269,0.4,2100
011539.45-001359.9,18.914396,-0.233315,2.3414,-26.166,0.082,2101
010851.30-010509.3,17.213787,-1.085937,1.7596,-26.236,-0.063,2102
011901.34-000707.8,19.755593,-0.118834,1.5824,-24.775,0.003,2103
010722.81-001858.8,16.845046,-0.316343,0.6515,-23.571,0.129,2104
011119.81+002652.0,17.832575,0.447805,1.7475,-26.093,0.047,2105
010618.91-010608.0,16.578804,-1.10224,1.4878,-24.429,0.311,2106
010418.71-002517.9,16.077986,-0.421648,0.8128,-23.74,1.103,2107
010249.02-010544.8,15.704262,-1.095799,1.0359,-24.192,-0.017,2108
010101.00+003918.5,15.254193,0.655151,3.0248,-26.12,-0.04,2109
011629.17+000904.6,19.121569,0.151294,1.2492,-24.751,-0.06,2110
011859.33+011112.1,19.747238,1.186713,3.1797,-26.105,0.257,2111
010032.24+005348.7,15.134347,0.896884,1.6105,-25.123,-0.091,2112
011310.39-003133.1,18.293295,-0.525881,0.4122,-22.991,-0.058,2113
011949.31-004504.6,19.955497,-0.751282,1.4651,-24.707,0.385,2114
010110.62+005904.8,15.294253,0.984672,1.2866,-24.836,0.193,2115
010449.80+002409.6,16.207501,0.402683,2.5987,-26.381,0.035,2116
010529.61-001104.0,16.373382,-0.184468,0.7378,-22.694,-0.269,2117
010705.55+000608.9,16.773154,0.102486,1.3574,-25.449,-0.028,2118
010040.98+005608.9,15.170774,0.935831,2.1759,-25.96,0.087,2119
010336.40-005508.7,15.901702,-0.91909,2.443,-26.203,0.431,2120
010838.51-011127.5,17.160497,-1.190999,1.5006,-25.302,0.56,2121
010828.19+000013.8,17.11746,0.003858,1.1951,-25.555,0.228,2122
010811.50+000522.2,17.047924,0.089507,0.8648,-22.951,0.107,2123
010551.15-005617.4,16.463145,-0.938191,0.7412,-22.901,0.508,2124
011937.57-001003.6,19.906572,-0.167688,1.2027,-24.592,0.045,2125
010638.22+004320.5,16.659272,0.72238,1.1132,-25.355,-0.186,2126
011411.77+001119.3,18.549057,0.188708,1.5287,-26.585,0.194,2127
010042.33+010501.6,15.176414,1.083781,0.6383,-22.703,0.451,2128
010613.17+003306.2,16.554894,0.551735,1.5255,-25.102,-0.118,2129
011420.95-004049.3,18.587311,-0.680362,0.4387,-23.396,-0.21,2130
011047.50-010711.6,17.697944,-1.119902,0.8253,-22.829,0.196,2131
011010.36-011505.6,17.543201,-1.251582,1.0229,-23.431,0.045,2132
011826.36-002912.6,19.609868,-0.486857,1.1616,-23.054,0.484,2133
011637.95+002703.1,19.15813,0.450883,1.5249,-24.569,0.156,2134
224600.15+010934.5,341.500665,1.159602,1.2112,-25.563,0.062,2135
224344.69+010904.7,340.936211,1.151329,1.4241,-24.829,-0.001,2136
224117.57-010807.5,340.32325,-1.135423,2.8118,-25.991,-0.027,2137
224550.96+005135.4,341.462344,0.859856,0.9116,-24.259,-0.682,2138
224418.09-011212.4,341.075412,-1.203472,0.6473,-24.354,0.199,2139
224227.12+002926.4,340.613013,0.49067,1.7927,-25.524,-0.038,2140
224618.11-001926.4,341.575488,-0.324026,1.7851,-25.707,-0.064,2141
225647.17+000606.4,344.196575,0.101798,0.8815,-24.028,0.316,2142
225417.74-003200.7,343.573934,-0.533539,1.0615,-25.0,0.119,2143
224617.09-010501.5,341.571236,-1.083768,2.2655,-25.799,-0.086,2144
225429.57+000114.1,343.623247,0.020606,1.628,-25.8,-0.021,2145
225409.59+005629.1,343.539979,0.941435,1.1527,-27.394,0.223,2146
225011.45+000427.9,342.547735,0.074421,2.0811,-26.141,-0.098,2147
224746.58-004658.1,341.944097,-0.78281,2.6521,-26.218,0.047,2148
224230.58-000800.8,340.627439,-0.133563,0.8998,-23.635,-0.283,2149
225222.54-001827.0,343.093941,-0.307522,1.3165,-25.088,-0.095,2150
224459.44+000033.4,341.24768,0.009301,2.9483,-26.951,0.043,2151
224739.33-003952.7,341.913881,-0.664647,0.8073,-26.24,-0.015,2152
225947.34+003032.9,344.947252,0.509156,1.6729,-24.722,0.341,2153
225024.08-001607.0,342.600367,-0.268634,2.0062,-26.265,0.064,2154
225608.48+010557.7,344.035336,1.099373,2.2658,-27.795,0.411,2155
224855.97-004902.2,342.233228,-0.817284,1.4871,-25.01,0.255,2156
225251.61+001338.9,343.215078,0.227486,1.5733,-25.946,-0.049,2157
224828.37-003956.2,342.118232,-0.665621,1.4587,-25.425,0.103,2158
225733.46-010932.1,344.389427,-1.158934,1.7693,-27.362,0.008,2159
224651.12+002131.3,341.713001,0.358698,2.6207,-25.922,0.064,2160
225306.36+010606.8,343.276503,1.101907,1.5164,-25.404,-0.017,2161
224045.66+010751.0,340.190285,1.130859,0.9583,-24.268,0.072,2162
224917.53-004023.7,342.323044,-0.673256,2.0554,-25.429,-0.008,2163
225037.45-005104.3,342.656043,-0.851198,1.5406,-25.911,0.385,2164
225534.10-000017.1,343.892103,-0.004761,1.9113,-25.56,0.356,2165
225453.77-011039.6,343.724082,-1.17767,1.1481,-25.564,0.079,2166
224826.97-005350.5,342.112413,-0.89738,0.5936,-24.493,0.083,2167
225044.65+004831.2,342.686069,0.808686,0.7266,-23.506,0.029,2168
224728.80-004417.5,341.870023,-0.738209,1.1431,-26.294,0.102,2169
225948.42-010037.5,344.951751,-1.010434,1.9119,-25.626,0.046,2170
225050.10-010406.7,342.708774,-1.068549,0.7758,-24.051,-0.115,2171
224812.67+002009.3,342.052793,0.335918,1.0775,-24.35,0.406,2172
225743.58+011115.0,344.431606,1.187512,0.8562,-24.553,0.014,2173
225302.75-002217.4,343.261476,-0.37151,0.8305,-23.186,0.024,2174
224313.17-010553.4,340.804881,-1.098173,1.0544,-24.296,0.03,2175
224654.95-010400.8,341.728963,-1.066912,0.9114,-24.047,-0.772,2176
225323.47-001523.3,343.347801,-0.256484,1.3938,-25.037,0.088,2177
224532.52+005857.9,341.385511,0.982757,0.6493,-22.866,-0.012,2178
224711.96+011509.8,341.799866,1.25273,1.9109,-25.646,0.064,2179
225728.69+001120.4,344.369547,0.189025,1.1636,-24.276,0.034,2180
224234.25+003943.1,340.642729,0.661975,2.8855,-26.506,-0.148,2181
225413.91+002008.5,343.557988,0.335702,0.5018,-22.049,0.308,2182
224255.22-010924.8,340.730123,-1.156899,1.0381,-23.817,-0.018,2183
224723.61+004406.0,341.848401,0.73501,2.3036,-25.798,0.308,2184
225918.16-000111.9,344.82567,-0.019992,1.3375,-25.003,0.343,2185
224144.67+010345.0,340.436144,1.062503,1.0486,-24.219,0.132,2186
225644.43-005028.9,344.185148,-0.841362,0.5225,-22.953,-0.129,2187
225223.38+010757.2,343.097452,1.132558,1.5483,-25.39,0.074,2188
224007.89-011522.0,340.032881,-1.256138,0.6601,-22.886,0.105,2189
225624.34+004720.2,344.10144,0.788965,4.0873,-27.242,0.03,2190
225316.85-000648.4,343.320223,-0.113453,1.983,-26.902,0.096,2191
224302.17+001756.9,340.759076,0.299142,1.1967,-24.54,0.007,2192
225240.37+010958.7,343.168227,1.166308,0.5339,-22.552,0.329,2193
224011.46-011448.6,340.047786,-1.246838,1.4507,-25.022,0.24,2194
225429.92+010955.3,343.624683,1.165369,3.3606,-26.996,-0.029,2195
225541.72-004330.7,343.923847,-0.725205,1.7486,-25.988,0.001,2196
224349.90-003629.9,340.957943,-0.608333,3.0848,-26.579,-0.131,2197
224026.21+003940.1,340.10923,0.661147,2.1098,-27.412,0.087,2198
224500.75+010748.6,341.253157,1.130167,0.7969,-24.897,0.803,2199
224647.77+010515.3,341.699057,1.087589,3.0116,-25.781,0.177,2200
224211.94+003333.8,340.549784,0.559411,0.9515,-25.243,-0.042,2201
224630.61-005027.8,341.627567,-0.841073,0.8499,-24.534,0.287,2202
225815.77-003318.1,344.565719,-0.555053,2.4221,-26.532,0.155,2203
225243.80-004149.4,343.182522,-0.697058,2.9631,-27.28,0.032,2204
225458.27+001359.6,343.742824,0.23325,1.073,-24.713,-0.128,2205
224419.82+000006.6,341.082602,0.001838,1.7831,-26.593,0.032,2206
224828.16-004108.9,342.117341,-0.68583,1.6121,-24.831,0.231,2207
225612.17-010507.9,344.05071,-1.085548,0.6479,-22.033,1.674,2208
225820.99+001605.3,344.587494,0.268149,0.57,-22.592,0.131,2209
225950.25-005828.6,344.9594,-0.974622,2.2809,-26.185,0.051,2210
224527.99+004758.7,341.366655,0.799643,1.4963,-25.451,0.395,2211
224146.37+001608.0,340.443216,0.268911,1.4983,-24.691,-0.017,2212
224017.28-011442.8,340.072013,-1.245232,0.5021,-22.194,0.415,2213
224355.54-002714.6,340.981437,-0.454058,0.9592,-24.275,0.075,2214
224153.78+010951.1,340.474108,1.16422,1.9269,-25.859,-0.192,2215
225326.55+003025.4,343.36063,0.507056,0.4627,-22.187,0.493,2216
224115.48+005742.1,340.314511,0.961705,0.8171,-23.311,-0.03,2217
224259.27+003156.8,340.746977,0.532451,2.4615,-25.818,0.093,2218
224320.41-004918.7,340.83505,-0.821873,1.7781,-25.86,0.207,2219
224442.51+001826.5,341.177147,0.307388,1.7221,-26.2,-0.021,2220
224718.30+000419.3,341.826291,0.072049,1.7215,-25.114,0.21,2221
224816.46-003046.0,342.068605,-0.5128,1.6056,-24.83,0.164,2222
224222.12+001505.7,340.592206,0.251595,1.3489,-24.7,0.183,2223
224246.22-001613.2,340.692592,-0.270356,2.0306,-25.834,0.015,2224
225120.58-000224.5,342.835751,-0.040152,1.832,-25.848,0.094,2225
225756.99-000058.9,344.487473,-0.016375,1.9873,-26.439,0.175,2226
224030.64-001146.6,340.127671,-0.196291,1.8606,-25.815,0.228,2227
225949.78-000413.9,344.957444,-0.070555,1.4204,-24.616,0.051,2228
224304.09-010946.4,340.767058,-1.162915,1.0555,-24.356,-0.058,2229
225208.33-011125.1,343.034734,-1.190311,0.9105,-24.256,-0.119,2230
225808.49+002920.5,344.535402,0.489048,3.0109,-26.274,0.059,2231
224531.83+011238.2,341.382649,1.210612,1.517,-24.942,0.019,2232
225535.66-000156.8,343.898607,-0.032455,1.73,-26.083,0.77,2233
224031.42+001549.5,340.130939,0.263777,1.6207,-25.473,0.161,2234
224354.73+003003.9,340.978069,0.501108,2.1312,-27.171,0.042,2235
224128.24+002307.1,340.367684,0.385331,2.1458,-25.909,0.197,2236
225542.15-010724.3,343.925651,-1.123425,1.5494,-26.756,0.355,2237
224649.47-010631.9,341.706156,-1.108866,1.5854,-25.617,0.063,2238
224207.06-003948.3,340.529429,-0.663434,0.6801,-24.44,-0.093,2239
224206.89-005151.8,340.528734,-0.864406,4.0297,-26.793,-0.035,2240
225309.42+005111.9,343.289291,0.853319,0.9103,-25.196,0.167,2241
224321.87-001049.6,340.841152,-0.180469,2.4144,-25.813,0.119,2242
225711.25-001020.2,344.29691,-0.172299,1.3188,-25.158,0.155,2243
224433.56+000735.4,341.139842,0.126523,1.5445,-24.747,0.103,2244
225540.83+001909.6,343.920127,0.319358,3.0844,-25.876,0.09,2245
225928.86-005722.8,344.87028,-0.95634,1.1767,-26.576,-0.172,2246
224523.51-003621.7,341.347992,-0.606053,0.9545,-24.704,0.509,2247
224511.28+003557.4,341.297032,0.599283,2.2054,-26.779,0.074,2248
225252.44-000532.5,343.21851,-0.092389,0.8751,-24.407,-0.02,2249
224841.36+005326.7,342.172342,0.890764,0.6444,-23.292,-0.149,2250
225902.37+003221.7,344.759911,0.539366,1.4635,-25.374,0.269,2251
224102.28-004015.7,340.259529,-0.671046,1.0554,-23.947,0.211,2252
225513.29-002542.3,343.805396,-0.42842,1.8847,-25.441,0.09,2253
225430.02-002316.5,343.625088,-0.38792,1.9349,-26.554,0.146,2254
224558.54-002745.5,341.493938,-0.462645,1.5739,-26.731,0.307,2255
225121.53+000120.9,342.839749,0.022492,1.9866,-26.059,0.352,2256
